year,image_id,image,segmentation_mask
2007,2007_000549,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000549.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000549.png
2007,2007_000559,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000559.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000559.png
2007,2007_000572,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000572.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000572.png
2007,2007_000584,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000584.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000584.png
2007,2007_000629,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000629.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000629.png
2007,2007_000636,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000636.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000636.png
2007,2007_000645,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000645.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000645.png
2007,2007_000648,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000648.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000648.png
2007,2007_000661,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000661.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000661.png
2007,2007_000663,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000663.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000663.png
2007,2007_000676,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000676.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000676.png
2007,2007_000713,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000713.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000713.png
2007,2007_000720,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000720.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000720.png
2007,2007_000727,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000727.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000727.png
2007,2007_000733,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000733.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000733.png
2007,2007_000738,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000738.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000738.png
2007,2007_000762,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000762.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000762.png
2007,2007_000768,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000768.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000768.png
2007,2007_000783,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000783.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000783.png
2007,2007_000793,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000793.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000793.png
2007,2007_000799,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000799.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000799.png
2007,2007_000804,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000804.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000804.png
2007,2007_000822,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000822.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000822.png
2007,2007_000830,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000830.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000830.png
2007,2007_000836,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000836.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000836.png
2007,2007_000837,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000837.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000837.png
2007,2007_000847,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000847.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000847.png
2007,2007_000862,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000862.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000862.png
2007,2007_000876,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000876.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000876.png
2007,2007_000904,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000904.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000904.png
2007,2007_000925,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000925.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000925.png
2007,2007_000999,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_000999.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_000999.png
2007,2007_001027,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001027.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001027.png
2007,2007_001073,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001073.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001073.png
2007,2007_001149,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001149.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001149.png
2007,2007_001154,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001154.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001154.png
2007,2007_001175,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001175.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001175.png
2007,2007_001185,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001185.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001185.png
2007,2007_001225,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001225.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001225.png
2007,2007_001239,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001239.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001239.png
2007,2007_001284,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001284.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001284.png
2007,2007_001288,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001288.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001288.png
2007,2007_001289,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001289.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001289.png
2007,2007_001299,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001299.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001299.png
2007,2007_001311,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001311.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001311.png
2007,2007_001321,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001321.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001321.png
2007,2007_001340,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001340.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001340.png
2007,2007_001377,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001377.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001377.png
2007,2007_001397,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001397.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001397.png
2007,2007_001408,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001408.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001408.png
2007,2007_001416,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001416.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001416.png
2007,2007_001420,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001420.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001420.png
2007,2007_001423,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001423.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001423.png
2007,2007_001430,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001430.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001430.png
2007,2007_001439,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001439.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001439.png
2007,2007_001457,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001457.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001457.png
2007,2007_001458,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001458.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001458.png
2007,2007_001487,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001487.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001487.png
2007,2007_001526,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001526.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001526.png
2007,2007_001568,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001568.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001568.png
2007,2007_001585,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001585.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001585.png
2007,2007_001586,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001586.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001586.png
2007,2007_001587,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001587.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001587.png
2007,2007_001594,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001594.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001594.png
2007,2007_001595,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001595.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001595.png
2007,2007_001602,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001602.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001602.png
2007,2007_001609,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001609.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001609.png
2007,2007_001630,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001630.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001630.png
2007,2007_001677,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001677.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001677.png
2007,2007_001678,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001678.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001678.png
2007,2007_001698,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001698.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001698.png
2007,2007_001704,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001704.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001704.png
2007,2007_001709,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001709.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001709.png
2007,2007_001717,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001717.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001717.png
2007,2007_001724,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001724.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001724.png
2007,2007_001733,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001733.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001733.png
2007,2007_001761,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001761.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001761.png
2007,2007_001763,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001763.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001763.png
2007,2007_001764,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001764.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001764.png
2007,2007_001774,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001774.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001774.png
2007,2007_001825,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001825.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001825.png
2007,2007_001834,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001834.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001834.png
2007,2007_001857,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001857.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001857.png
2007,2007_001872,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001872.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001872.png
2007,2007_001884,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001884.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001884.png
2007,2007_001901,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001901.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001901.png
2007,2007_001917,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001917.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001917.png
2007,2007_001955,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001955.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001955.png
2007,2007_001960,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_001960.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_001960.png
2007,2007_002024,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002024.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002024.png
2007,2007_002046,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002046.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002046.png
2007,2007_002055,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002055.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002055.png
2007,2007_002088,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002088.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002088.png
2007,2007_002094,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002094.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002094.png
2007,2007_002099,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002099.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002099.png
2007,2007_002105,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002105.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002105.png
2007,2007_002107,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002107.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002107.png
2007,2007_002119,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002119.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002119.png
2007,2007_002120,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002120.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002120.png
2007,2007_002132,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002132.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002132.png
2007,2007_002142,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002142.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002142.png
2007,2007_002198,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002198.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002198.png
2007,2007_002212,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002212.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002212.png
2007,2007_002216,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002216.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002216.png
2007,2007_002227,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002227.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002227.png
2007,2007_002234,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002234.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002234.png
2007,2007_002260,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002260.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002260.png
2007,2007_002266,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002266.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002266.png
2007,2007_002268,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002268.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002268.png
2007,2007_002273,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002273.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002273.png
2007,2007_002281,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002281.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002281.png
2007,2007_002284,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002284.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002284.png
2007,2007_002293,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002293.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002293.png
2007,2007_002361,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002361.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002361.png
2007,2007_002368,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002368.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002368.png
2007,2007_002370,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002370.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002370.png
2007,2007_002376,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002376.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002376.png
2007,2007_002378,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002378.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002378.png
2007,2007_002387,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002387.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002387.png
2007,2007_002400,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002400.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002400.png
2007,2007_002403,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002403.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002403.png
2007,2007_002412,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002412.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002412.png
2007,2007_002426,./voc2012_trainval/VOCdevkit/VOC2012/JPEGImages/2007_002426.jpg,./voc2012_trainval/VOCdevkit/VOC2012/SegmentationClass/2007_002426.png
